gamma,slope-pcot,emb-growth-c,DE-fat,HIF,max-SL,t-mating-start,t-mating-end,t-gest,t-max-age
0.670002283,0.685015289,0.096654343,0.766873811,0.207440275,0.471293154,103.878108,221.0752389,20.52241314,606.4196212
0.638420767,0.554566324,0.100023141,0.632885784,0.260179108,0.397319124,126.7705084,272.6954265,18.95630003,594.605504
0.647738192,0.612327735,0.103436134,0.722279301,0.201147942,0.359342706,111.1079192,302.5066151,17.6084065,710.8974884
0.520042425,0.520044571,0.111639494,0.845245821,0.235535526,0.469918118,119.3810941,321.8144829,17.7917191,627.5775217
0.612213576,0.619989567,0.125013904,0.623476275,0.240878976,0.454767059,133.9383019,302.8687736,23.20060037,524.4175917
0.740677626,0.687490492,0.091794046,0.761008563,0.214478722,0.466463915,137.7930721,295.613331,22.49800733,538.786696
0.633838102,0.611446233,0.098027478,0.841883892,0.236800658,0.440613796,102.6831029,317.8051393,17.36028839,552.1611824
0.666989518,0.584339453,0.101056502,0.803098103,0.258162355,0.349071229,130.7901053,302.9474166,19.47256507,640.4958855
0.67697789,0.669836676,0.101226444,0.869482833,0.209954945,0.437793575,136.4665771,263.297318,22.51246131,667.9638364
0.57931339,0.734438829,0.114842958,0.59244366,0.185736424,0.399675677,106.9510073,233.0306693,19.98756691,633.4241198
0.557016327,0.678855022,0.130021862,0.588262864,0.257555081,0.477103596,111.7678317,230.0524946,18.52723089,585.8758609
0.625882536,0.709318034,0.090220949,0.830601917,0.216163082,0.328981312,128.6172167,302.2972193,16.2642742,699.9450982
0.582180138,0.607078902,0.096853343,0.735355628,0.270492783,0.416955135,127.1493622,325.1568371,20.39987142,520.3200868
0.735710662,0.694249788,0.105250974,0.854859266,0.229886221,0.47070271,124.0110256,283.1698693,19.09267819,688.442957
0.51867071,0.572508026,0.090823656,0.671674744,0.189698335,0.388604177,129.0431201,314.6793413,17.63941036,498.1628865
0.718403435,0.575742717,0.099517771,0.663305329,0.245667283,0.461818402,141.7941221,229.4114656,17.86920505,692.1618142
0.666019169,0.659072582,0.116036499,0.732071259,0.208321328,0.374269144,137.3777648,224.1152421,16.29532836,518.5734241
0.689864106,0.698180575,0.103567763,0.733898851,0.238743221,0.421386571,127.8575205,235.6500617,21.11135069,517.151841
0.715318321,0.750933938,0.128394427,0.80028997,0.194645988,0.348714934,120.6601719,280.796722,18.69203491,625.8132234
0.543884743,0.629831396,0.127408442,0.85853201,0.186993776,0.472442124,108.9133861,289.2138151,16.51703106,497.9233151
0.692710063,0.672372518,0.108307796,0.851887066,0.254405099,0.408751094,142.6931714,258.8901868,22.48232922,620.1156841
0.62768766,0.563446095,0.126074736,0.60690821,0.248235579,0.34930952,143.0033103,223.0374266,23.53213169,732.7235609
0.622146997,0.514731273,0.096210457,0.602067847,0.216846943,0.416763878,124.7771869,278.6672146,22.33566948,576.0984556
0.602134995,0.648265584,0.111284545,0.844560426,0.265159506,0.355817409,133.1558861,278.303629,23.65012696,592.751783
0.547080383,0.576178248,0.11294945,0.741840154,0.231749154,0.408193389,128.1875032,239.3996752,22.4059167,537.6685387
0.562234725,0.581410507,0.125311472,0.589044464,0.203292633,0.4002643,124.2661481,314.4722945,17.99062265,736.6629223
0.609802319,0.642209818,0.124854361,0.857688939,0.239111142,0.433191722,137.0131504,256.5330077,22.30070545,715.7883818
0.662010723,0.581782068,0.097986661,0.665872824,0.219712028,0.396885499,135.808229,274.0299342,22.6767671,520.1550263
0.765435594,0.667426179,0.100207278,0.729549697,0.197841425,0.377891589,114.8151341,227.9974315,22.17457653,561.7045967
0.737812612,0.674560497,0.112692346,0.843122077,0.266501376,0.390464628,121.364297,312.1859276,19.78010756,630.0074163
0.745797062,0.510350047,0.105462744,0.716617554,0.259167111,0.349898876,134.7832778,286.0124287,19.34123468,689.9531353
0.762049927,0.50903509,0.096548107,0.840892631,0.216409543,0.355579751,140.3694892,316.3388744,18.14979974,735.7066028
0.620509673,0.518617186,0.091998137,0.686712924,0.185064871,0.442969573,106.5920444,292.3413754,18.44731813,577.127349
0.520825263,0.59311803,0.104980343,0.649184832,0.204538341,0.448394445,143.1750783,231.5983651,20.81420674,585.1176269
0.592452005,0.62741595,0.121461526,0.812074563,0.252679384,0.432380971,137.9350986,312.8445074,16.71793521,514.290336
0.708380517,0.704633418,0.093187983,0.757099298,0.265980631,0.322868297,114.0114185,245.4243216,18.02232965,739.3180895
0.538699667,0.542469763,0.097470333,0.65741259,0.271487959,0.361398836,131.9366626,239.6083987,20.10539627,693.2009733
0.624658569,0.62354864,0.104729648,0.772733756,0.20386481,0.393841358,142.8169425,225.7050891,16.17537975,737.5198162
0.641002723,0.529245132,0.11079054,0.752151499,0.216036954,0.41026482,130.2759217,261.2737322,16.1822641,599.5758821
0.554530546,0.526037654,0.091371761,0.750915278,0.198375502,0.441820265,126.6834123,262.0890905,21.54301344,656.986253
0.54285666,0.548141766,0.124127138,0.85713943,0.242084162,0.459516461,103.1072822,276.1902058,22.35390921,737.598292
0.70486058,0.737926125,0.095562095,0.801097284,0.20297047,0.403701531,132.5176775,268.7351697,23.00412884,551.0575967
0.75997371,0.708206587,0.090699033,0.700195708,0.190322906,0.37829381,117.0309106,280.2516904,20.95599041,603.9609968
0.761373497,0.560066658,0.133907538,0.786222928,0.200570636,0.35853479,107.7774517,255.1589401,16.49929575,557.1587617
0.553324758,0.63261045,0.092913412,0.825082331,0.214185142,0.329369645,102.8578228,289.7093793,18.58612251,590.6585688
0.701706431,0.722517764,0.132560944,0.652015092,0.228794459,0.38573988,100.3184446,240.6815823,21.49700526,716.6394427
0.594873752,0.640432603,0.122019074,0.660365665,0.222058786,0.439249253,129.2233851,247.2836205,20.88543996,677.279647
0.596948458,0.702736473,0.101941875,0.636579915,0.220114472,0.372225075,138.3932578,309.932923,17.11682098,540.0861235
0.587826082,0.649411379,0.102592634,0.876733317,0.240614796,0.395036487,128.3884524,241.8743544,22.0051099,690.6301211
0.736792601,0.68997887,0.090277518,0.84760121,0.237351567,0.346586561,111.9612529,274.6422555,18.98206099,647.2137506
0.637832524,0.66896239,0.10177118,0.715374384,0.222302323,0.44700997,110.7641118,287.0506564,16.22356552,537.0425435
0.711208017,0.660550029,0.109949277,0.595885826,0.244621783,0.428591704,120.8037288,278.7220708,22.27050994,667.5120563
0.73768998,0.665913954,0.108942318,0.76303416,0.270656227,0.445717186,106.2435009,250.3008161,17.14768435,638.1000932
0.628349325,0.515489504,0.130942573,0.786852328,0.269901116,0.357562396,130.1147987,250.9263254,16.74085043,616.103031
0.577974116,0.521920467,0.090355426,0.864279826,0.22626542,0.389824065,131.4452425,286.8886686,19.76112003,568.5195479
0.656901935,0.594860491,0.105835812,0.783944943,0.196196202,0.401662189,138.0546149,250.1116141,18.49960747,596.2371586
0.691892886,0.695419502,0.097519883,0.753754608,0.225843296,0.458176444,131.2010014,315.0689419,22.07851314,534.8241121
0.63397816,0.580062843,0.131818276,0.872863786,0.254108091,0.454602911,134.3682434,305.4546978,22.84257719,525.8197333
0.66758605,0.569910091,0.108622708,0.861745674,0.248533613,0.362827893,100.06766,273.2302392,19.88000081,548.1115222
0.61267411,0.594619493,0.106983996,0.824951516,0.183639083,0.343307478,137.5927715,265.2600334,19.85549687,703.2726375
0.688221183,0.572913271,0.120458159,0.874126844,0.259726883,0.396353726,113.8607884,279.0580092,21.90977003,663.3962148
0.674369106,0.643664858,0.113428897,0.879729653,0.245793892,0.357669868,133.2015644,287.3954957,17.50065468,657.8832581
0.637215054,0.701716418,0.121052476,0.605550341,0.214823536,0.437995335,124.1881063,290.8893093,19.27183596,653.000962
0.589064836,0.524152087,0.117257766,0.67455926,0.256781234,0.341776768,128.4541221,314.0350499,18.71172591,501.5877847
0.631888363,0.573759575,0.118881108,0.880580518,0.221021239,0.403791598,122.3883381,315.4907803,20.61267845,645.4429649
0.565958466,0.625362497,0.132466594,0.768934399,0.198025552,0.359986829,140.9831921,265.9481605,23.1802726,584.3782712
0.592325788,0.738479089,0.112312583,0.69092451,0.22600057,0.424485185,97.15989717,220.5106171,18.54843526,733.1581925
0.750620247,0.520311552,0.111791265,0.650838952,0.187439809,0.319898046,124.9737937,245.9905089,17.87468194,564.8163606
0.552203128,0.657736704,0.133736671,0.743168133,0.209047789,0.428199137,101.6942912,259.651293,16.13935422,733.6950389
0.549399558,0.750233358,0.098266511,0.775128887,0.241209813,0.339230541,115.0684664,274.3048246,21.2172841,604.6618182
0.735169492,0.646319093,0.124767149,0.629600284,0.212596926,0.402047909,118.3353538,254.8681526,20.00171636,521.5085598
0.694701814,0.653475107,0.106260821,0.682266544,0.250721528,0.391388178,139.0290379,271.6074637,19.58905917,558.6680151
0.519558552,0.689887384,0.120240687,0.626140933,0.195328431,0.467165412,101.8081806,262.8355844,16.47023582,617.6582933
0.555612912,0.53557771,0.091187325,0.808559799,0.21932502,0.324680713,116.6345213,313.0134592,23.26153323,622.7456167
0.762581319,0.730508589,0.111092257,0.838965725,0.198493128,0.443693565,136.834149,262.3276112,21.67832993,593.3075579
0.632482348,0.617120634,0.123543694,0.658471756,0.224057992,0.350376663,139.5009882,274.3257795,20.71633803,601.5120656
0.722295873,0.642751083,0.095885332,0.604704915,0.238489219,0.348322744,100.9920015,306.2122585,17.1295591,708.0961951
0.746932259,0.715515572,0.114571025,0.698501288,0.254936583,0.387358789,128.1329597,237.098376,17.03476489,715.0140403
0.675387441,0.740833439,0.123573899,0.823021383,0.190439364,0.449732172,101.1110168,293.1063686,18.17931557,687.3427979
0.729360131,0.680392475,0.092462241,0.689789062,0.241428804,0.386164448,115.5417724,261.0794512,22.2539671,529.7965577
0.752971836,0.602851261,0.102573963,0.736296384,0.189026849,0.352857349,97.27817887,289.4329348,23.14861537,629.6176601
0.565580627,0.58240595,0.118765686,0.611408823,0.266971177,0.321927213,129.8053001,224.9024662,19.7247828,516.1260264
0.580836607,0.697391747,0.132968858,0.638575156,0.223902432,0.469617708,122.7430473,269.5290595,23.71240137,699.8107214
0.723819583,0.558401653,0.132269784,0.805213481,0.197236264,0.405106273,123.7394264,308.2044838,16.44115514,689.4782791
0.532662724,0.650111486,0.102474024,0.855813388,0.26966534,0.377246987,123.4972443,222.0748462,20.26622944,741.1316401
0.66107381,0.732575794,0.126692756,0.619961215,0.213978591,0.436213164,114.2982007,221.8171068,17.06796915,611.3423722
0.512441863,0.627615395,0.12329685,0.645465735,0.228020511,0.378930059,135.6398998,247.6349127,20.98092492,742.5731454
0.561926821,0.560838891,0.133572589,0.749786456,0.205476014,0.337706915,107.8930255,242.4255692,20.3588673,507.941147
0.563681985,0.734239355,0.11423902,0.821890148,0.247324082,0.468556429,138.7713609,320.7423515,18.32071352,525.7262586
0.544667646,0.612710371,0.121775815,0.770285547,0.266453408,0.453153466,129.9380364,312.5239678,23.7740181,532.830733
0.724946609,0.542939358,0.13145933,0.666728138,0.227981529,0.420799967,118.5670955,298.2019233,19.06917874,502.1717046
0.596152846,0.628590579,0.125817367,0.874609908,0.211987647,0.350877781,103.7501628,317.0756052,16.48208964,730.0212851
0.569206261,0.734967135,0.106276164,0.610064967,0.266730743,0.336650768,108.2804561,326.6940511,16.23882402,692.691269
0.695718681,0.641889294,0.093061521,0.641605328,0.241897817,0.361743821,123.1552164,273.4863385,18.21662228,670.4903745
0.715989783,0.609370579,0.107102207,0.597642017,0.218927262,0.451387142,139.432764,227.6583808,21.79662569,536.2042897
0.717649481,0.619901496,0.131133732,0.774632369,0.192426314,0.435420892,122.0900532,324.6309557,16.36802052,620.8457901
0.746167774,0.505148589,0.131234896,0.740664842,0.212799966,0.353851674,123.3053748,322.7742742,19.60919266,653.3610816
0.599265009,0.747348554,0.112883294,0.619707074,0.265456209,0.393454112,108.1886724,263.9116432,20.29585225,677.5500817
0.644291459,0.590896253,0.100857812,0.596365681,0.209932408,0.367364829,104.6096986,301.0481121,22.20114246,541.9463203
0.541178842,0.655161463,0.126882687,0.677814895,0.230677428,0.407168389,144.448298,286.2112825,21.37856811,717.2778223
0.611372965,0.527450738,0.132175687,0.731796059,0.258378465,0.467055325,123.3835189,238.427956,17.31373618,694.7375023
0.623631023,0.644585005,0.105283705,0.620695951,0.268552985,0.45200273,97.36508316,319.7277642,20.69040737,588.7145052
0.566277307,0.539600224,0.096748373,0.688618209,0.209273402,0.428951145,131.5572837,324.4240095,22.12615539,652.0505962
0.694857635,0.59399347,0.092566034,0.818831861,0.225364189,0.402479185,141.9444389,294.9255156,20.53141376,724.0563701
0.586119291,0.614958004,0.09690498,0.796615706,0.239362804,0.373200748,130.0661392,252.1065106,16.12124856,727.7676485
0.766884157,0.615740395,0.113472931,0.76911312,0.219446062,0.372834978,103.4845548,230.4120519,21.25494119,545.6908898
0.744905077,0.694727434,0.097828549,0.652511142,0.249595369,0.353324052,141.4139138,259.1427945,22.77732846,547.6292896
0.728054049,0.744535896,0.121007916,0.763834174,0.212463885,0.38653765,134.9741905,320.9437804,22.93575659,659.5537254
