"export-plot data (NetLogo 6.2.0)"
"EBIVModel.nlogo"
"05/29/2023 11:38:12:454 +0200"

"MODEL SETTINGS"
"surv-mod-embryo","max-resources-base","pcolor-update?","lact-prob-mid","resources-dynamic?","surv-prob-mid","surv-mod-off","print?","itv-var-bmr","preg-prob-mid","r-growth-ts","growth-lm-prob-const","out-year","n-animals","debug","preg-prob-const","growth-lm-prob-mid","overwinter-skip?","perc-resource-cells","lact-prob-const","itv-var-growth","itv-var-repro","home-ranging?","surv-prob-const","fragmentation-level"
"0.74","140","false","0.12","false","0.02","0.32","false","0","0.02","0.011","27.4","5","100","""Dens""","16.48","0.05","true","0.75","38.8","0","0","true","71.29","0.9"

"""Local density per hectare"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","895","0","78.1","true","""0""","false","6"

"pen name","pen down?","mode","interval","color","x"
"""0""","true","0","1","105","808"
"""25""","true","0","1","65","808"
"""50""","true","0","1","45","808"
"""75""","true","0","1","25","808"
"""100""","true","0","1","15","808"
"""Density""","true","0","1","0","808"

"""0""",,,,"""25""",,,,"""50""",,,,"""75""",,,,"""100""",,,,"""Density"""
"x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?"
"33","4.4","105","true","33","8.9","65","true","33","14.2","45","true","33","21.6","25","true","33","41.4","15","true","33","11","0","true"
"34","4.4","105","true","34","8.9","65","true","34","14.2","45","true","34","21.6","25","true","34","41.4","15","true","34","11","0","true"
"35","4.4","105","true","35","8.9","65","true","35","14.2","45","true","35","21.6","25","true","35","41.4","15","true","35","11","0","true"
"36","4.4","105","true","36","8.9","65","true","36","14.2","45","true","36","21.6","25","true","36","41.4","15","true","36","11","0","true"
"37","4.4","105","true","37","8.9","65","true","37","14.2","45","true","37","21.6","25","true","37","41.4","15","true","37","11","0","true"
"38","4.4","105","true","38","8.9","65","true","38","14.2","45","true","38","21.6","25","true","38","41.4","15","true","38","11","0","true"
"39","4.4","105","true","39","8.9","65","true","39","14.2","45","true","39","21.6","25","true","39","41.4","15","true","39","11","0","true"
"40","4.4","105","true","40","8.9","65","true","40","14.2","45","true","40","21.6","25","true","40","41.4","15","true","40","11","0","true"
"41","4.4","105","true","41","8.9","65","true","41","14.2","45","true","41","21.6","25","true","41","41.4","15","true","41","11","0","true"
"42","4.4","105","true","42","8.9","65","true","42","14.2","45","true","42","21.6","25","true","42","41.4","15","true","42","11","0","true"
"43","4.4","105","true","43","8.9","65","true","43","14.2","45","true","43","21.6","25","true","43","41.4","15","true","43","11","0","true"
"44","4.4","105","true","44","8.9","65","true","44","14.2","45","true","44","21.6","25","true","44","41.4","15","true","44","11","0","true"
"45","4.4","105","true","45","8.9","65","true","45","14.2","45","true","45","21.6","25","true","45","41.4","15","true","45","11","0","true"
"46","4.4","105","true","46","8.9","65","true","46","14.2","45","true","46","21.6","25","true","46","41.4","15","true","46","11","0","true"
"47","4.4","105","true","47","8.9","65","true","47","14.2","45","true","47","21.6","25","true","47","41.4","15","true","47","11","0","true"
"48","4.4","105","true","48","8.9","65","true","48","14.2","45","true","48","21.6","25","true","48","41.4","15","true","48","11","0","true"
"49","4.4","105","true","49","8.9","65","true","49","14.2","45","true","49","21.6","25","true","49","41.4","15","true","49","11","0","true"
"50","4.4","105","true","50","8.9","65","true","50","14.2","45","true","50","21.6","25","true","50","41.4","15","true","50","11","0","true"
"51","4.4","105","true","51","8.9","65","true","51","14.2","45","true","51","21.6","25","true","51","41.4","15","true","51","11","0","true"
"52","4.4","105","true","52","8.9","65","true","52","14.2","45","true","52","21.6","25","true","52","41.4","15","true","52","11","0","true"
"53","4.4","105","true","53","8.9","65","true","53","14.2","45","true","53","21.6","25","true","53","41.4","15","true","53","11","0","true"
"54","4.4","105","true","54","8.9","65","true","54","14.2","45","true","54","21.6","25","true","54","41.4","15","true","54","11","0","true"
"55","4.4","105","true","55","8.9","65","true","55","14.2","45","true","55","21.6","25","true","55","41.4","15","true","55","11","0","true"
"56","4.4","105","true","56","8.9","65","true","56","14.2","45","true","56","21.6","25","true","56","41.4","15","true","56","11","0","true"
"57","4.4","105","true","57","8.9","65","true","57","14.2","45","true","57","21.6","25","true","57","41.4","15","true","57","11","0","true"
"58","4.4","105","true","58","8.9","65","true","58","14.2","45","true","58","21.6","25","true","58","41.4","15","true","58","11","0","true"
"59","4.4","105","true","59","8.9","65","true","59","14.2","45","true","59","21.6","25","true","59","41.4","15","true","59","11","0","true"
"60","4.4","105","true","60","8.9","65","true","60","14.2","45","true","60","21.6","25","true","60","41.4","15","true","60","11","0","true"
"61","4.4","105","true","61","8.9","65","true","61","14.2","45","true","61","21.6","25","true","61","41.4","15","true","61","11","0","true"
"62","4.4","105","true","62","8.9","65","true","62","14.2","45","true","62","21.6","25","true","62","41.4","15","true","62","11","0","true"
"63","4.4","105","true","63","8.9","65","true","63","14.2","45","true","63","21.6","25","true","63","41.4","15","true","63","11","0","true"
"64","4.4","105","true","64","8.9","65","true","64","14.2","45","true","64","21.6","25","true","64","41.4","15","true","64","11","0","true"
"65","4.4","105","true","65","8.9","65","true","65","14.2","45","true","65","21.6","25","true","65","41.4","15","true","65","11","0","true"
"66","4.4","105","true","66","8.9","65","true","66","14.2","45","true","66","21.6","25","true","66","41.4","15","true","66","27","0","true"
"67","4.4","105","true","67","8.9","65","true","67","14.2","45","true","67","21.6","25","true","67","41.4","15","true","67","37","0","true"
"68","4.4","105","true","68","8.9","65","true","68","14.2","45","true","68","21.6","25","true","68","41.4","15","true","68","43","0","true"
"69","4.4","105","true","69","8.9","65","true","69","14.2","45","true","69","21.6","25","true","69","41.4","15","true","69","56","0","true"
"70","4.4","105","true","70","8.9","65","true","70","14.2","45","true","70","21.6","25","true","70","41.4","15","true","70","57","0","true"
"71","4.4","105","true","71","8.9","65","true","71","14.2","45","true","71","21.6","25","true","71","41.4","15","true","71","57","0","true"
"72","4.4","105","true","72","8.9","65","true","72","14.2","45","true","72","21.6","25","true","72","41.4","15","true","72","60","0","true"
"73","4.4","105","true","73","8.9","65","true","73","14.2","45","true","73","21.6","25","true","73","41.4","15","true","73","63","0","true"
"74","4.4","105","true","74","8.9","65","true","74","14.2","45","true","74","21.6","25","true","74","41.4","15","true","74","63","0","true"
"75","4.4","105","true","75","8.9","65","true","75","14.2","45","true","75","21.6","25","true","75","41.4","15","true","75","66","0","true"
"76","4.4","105","true","76","8.9","65","true","76","14.2","45","true","76","21.6","25","true","76","41.4","15","true","76","67","0","true"
"77","4.4","105","true","77","8.9","65","true","77","14.2","45","true","77","21.6","25","true","77","41.4","15","true","77","66","0","true"
"78","4.4","105","true","78","8.9","65","true","78","14.2","45","true","78","21.6","25","true","78","41.4","15","true","78","65","0","true"
"79","4.4","105","true","79","8.9","65","true","79","14.2","45","true","79","21.6","25","true","79","41.4","15","true","79","64","0","true"
"80","4.4","105","true","80","8.9","65","true","80","14.2","45","true","80","21.6","25","true","80","41.4","15","true","80","64","0","true"
"81","4.4","105","true","81","8.9","65","true","81","14.2","45","true","81","21.6","25","true","81","41.4","15","true","81","64","0","true"
"82","4.4","105","true","82","8.9","65","true","82","14.2","45","true","82","21.6","25","true","82","41.4","15","true","82","64","0","true"
"83","4.4","105","true","83","8.9","65","true","83","14.2","45","true","83","21.6","25","true","83","41.4","15","true","83","62","0","true"
"84","4.4","105","true","84","8.9","65","true","84","14.2","45","true","84","21.6","25","true","84","41.4","15","true","84","63","0","true"
"85","4.4","105","true","85","8.9","65","true","85","14.2","45","true","85","21.6","25","true","85","41.4","15","true","85","63","0","true"
"86","4.4","105","true","86","8.9","65","true","86","14.2","45","true","86","21.6","25","true","86","41.4","15","true","86","62","0","true"
"87","4.4","105","true","87","8.9","65","true","87","14.2","45","true","87","21.6","25","true","87","41.4","15","true","87","60","0","true"
"88","4.4","105","true","88","8.9","65","true","88","14.2","45","true","88","21.6","25","true","88","41.4","15","true","88","59","0","true"
"89","4.4","105","true","89","8.9","65","true","89","14.2","45","true","89","21.6","25","true","89","41.4","15","true","89","54","0","true"
"90","4.4","105","true","90","8.9","65","true","90","14.2","45","true","90","21.6","25","true","90","41.4","15","true","90","48","0","true"
"91","4.4","105","true","91","8.9","65","true","91","14.2","45","true","91","21.6","25","true","91","41.4","15","true","91","42","0","true"
"92","4.4","105","true","92","8.9","65","true","92","14.2","45","true","92","21.6","25","true","92","41.4","15","true","92","37","0","true"
"93","4.4","105","true","93","8.9","65","true","93","14.2","45","true","93","21.6","25","true","93","41.4","15","true","93","31","0","true"
"94","4.4","105","true","94","8.9","65","true","94","14.2","45","true","94","21.6","25","true","94","41.4","15","true","94","26","0","true"
"95","4.4","105","true","95","8.9","65","true","95","14.2","45","true","95","21.6","25","true","95","41.4","15","true","95","24","0","true"
"96","4.4","105","true","96","8.9","65","true","96","14.2","45","true","96","21.6","25","true","96","41.4","15","true","96","20","0","true"
"97","4.4","105","true","97","8.9","65","true","97","14.2","45","true","97","21.6","25","true","97","41.4","15","true","97","20","0","true"
"98","4.4","105","true","98","8.9","65","true","98","14.2","45","true","98","21.6","25","true","98","41.4","15","true","98","17","0","true"
"99","4.4","105","true","99","8.9","65","true","99","14.2","45","true","99","21.6","25","true","99","41.4","15","true","99","18","0","true"
"100","4.4","105","true","100","8.9","65","true","100","14.2","45","true","100","21.6","25","true","100","41.4","15","true","100","17","0","true"
"101","4.4","105","true","101","8.9","65","true","101","14.2","45","true","101","21.6","25","true","101","41.4","15","true","101","15","0","true"
"102","4.4","105","true","102","8.9","65","true","102","14.2","45","true","102","21.6","25","true","102","41.4","15","true","102","15","0","true"
"103","4.4","105","true","103","8.9","65","true","103","14.2","45","true","103","21.6","25","true","103","41.4","15","true","103","15","0","true"
"104","4.4","105","true","104","8.9","65","true","104","14.2","45","true","104","21.6","25","true","104","41.4","15","true","104","15","0","true"
"105","4.4","105","true","105","8.9","65","true","105","14.2","45","true","105","21.6","25","true","105","41.4","15","true","105","15","0","true"
"106","4.4","105","true","106","8.9","65","true","106","14.2","45","true","106","21.6","25","true","106","41.4","15","true","106","15","0","true"
"107","4.4","105","true","107","8.9","65","true","107","14.2","45","true","107","21.6","25","true","107","41.4","15","true","107","12","0","true"
"108","4.4","105","true","108","8.9","65","true","108","14.2","45","true","108","21.6","25","true","108","41.4","15","true","108","11","0","true"
"109","4.4","105","true","109","8.9","65","true","109","14.2","45","true","109","21.6","25","true","109","41.4","15","true","109","11","0","true"
"110","4.4","105","true","110","8.9","65","true","110","14.2","45","true","110","21.6","25","true","110","41.4","15","true","110","10","0","true"
"111","4.4","105","true","111","8.9","65","true","111","14.2","45","true","111","21.6","25","true","111","41.4","15","true","111","10","0","true"
"112","4.4","105","true","112","8.9","65","true","112","14.2","45","true","112","21.6","25","true","112","41.4","15","true","112","10","0","true"
"113","4.4","105","true","113","8.9","65","true","113","14.2","45","true","113","21.6","25","true","113","41.4","15","true","113","10","0","true"
"114","4.4","105","true","114","8.9","65","true","114","14.2","45","true","114","21.6","25","true","114","41.4","15","true","114","10","0","true"
"115","4.4","105","true","115","8.9","65","true","115","14.2","45","true","115","21.6","25","true","115","41.4","15","true","115","10","0","true"
"116","4.4","105","true","116","8.9","65","true","116","14.2","45","true","116","21.6","25","true","116","41.4","15","true","116","10","0","true"
"117","4.4","105","true","117","8.9","65","true","117","14.2","45","true","117","21.6","25","true","117","41.4","15","true","117","10","0","true"
"118","4.4","105","true","118","8.9","65","true","118","14.2","45","true","118","21.6","25","true","118","41.4","15","true","118","10","0","true"
"119","4.4","105","true","119","8.9","65","true","119","14.2","45","true","119","21.6","25","true","119","41.4","15","true","119","10","0","true"
"120","4.4","105","true","120","8.9","65","true","120","14.2","45","true","120","21.6","25","true","120","41.4","15","true","120","10","0","true"
"121","4.4","105","true","121","8.9","65","true","121","14.2","45","true","121","21.6","25","true","121","41.4","15","true","121","10","0","true"
"122","4.4","105","true","122","8.9","65","true","122","14.2","45","true","122","21.6","25","true","122","41.4","15","true","122","10","0","true"
"123","4.4","105","true","123","8.9","65","true","123","14.2","45","true","123","21.6","25","true","123","41.4","15","true","123","10","0","true"
"124","4.4","105","true","124","8.9","65","true","124","14.2","45","true","124","21.6","25","true","124","41.4","15","true","124","10","0","true"
"125","4.4","105","true","125","8.9","65","true","125","14.2","45","true","125","21.6","25","true","125","41.4","15","true","125","10","0","true"
"126","4.4","105","true","126","8.9","65","true","126","14.2","45","true","126","21.6","25","true","126","41.4","15","true","126","10","0","true"
"127","4.4","105","true","127","8.9","65","true","127","14.2","45","true","127","21.6","25","true","127","41.4","15","true","127","10","0","true"
"128","4.4","105","true","128","8.9","65","true","128","14.2","45","true","128","21.6","25","true","128","41.4","15","true","128","10","0","true"
"129","4.4","105","true","129","8.9","65","true","129","14.2","45","true","129","21.6","25","true","129","41.4","15","true","129","9","0","true"
"130","4.4","105","true","130","8.9","65","true","130","14.2","45","true","130","21.6","25","true","130","41.4","15","true","130","9","0","true"
"131","4.4","105","true","131","8.9","65","true","131","14.2","45","true","131","21.6","25","true","131","41.4","15","true","131","9","0","true"
"132","4.4","105","true","132","8.9","65","true","132","14.2","45","true","132","21.6","25","true","132","41.4","15","true","132","9","0","true"
"133","4.4","105","true","133","8.9","65","true","133","14.2","45","true","133","21.6","25","true","133","41.4","15","true","133","11","0","true"
"134","4.4","105","true","134","8.9","65","true","134","14.2","45","true","134","21.6","25","true","134","41.4","15","true","134","11","0","true"
"135","4.4","105","true","135","8.9","65","true","135","14.2","45","true","135","21.6","25","true","135","41.4","15","true","135","12","0","true"
"136","4.4","105","true","136","8.9","65","true","136","14.2","45","true","136","21.6","25","true","136","41.4","15","true","136","12","0","true"
"137","4.4","105","true","137","8.9","65","true","137","14.2","45","true","137","21.6","25","true","137","41.4","15","true","137","13","0","true"
"138","4.4","105","true","138","8.9","65","true","138","14.2","45","true","138","21.6","25","true","138","41.4","15","true","138","13","0","true"
"139","4.4","105","true","139","8.9","65","true","139","14.2","45","true","139","21.6","25","true","139","41.4","15","true","139","13","0","true"
"140","4.4","105","true","140","8.9","65","true","140","14.2","45","true","140","21.6","25","true","140","41.4","15","true","140","12","0","true"
"141","4.4","105","true","141","8.9","65","true","141","14.2","45","true","141","21.6","25","true","141","41.4","15","true","141","12","0","true"
"142","4.4","105","true","142","8.9","65","true","142","14.2","45","true","142","21.6","25","true","142","41.4","15","true","142","12","0","true"
"143","4.4","105","true","143","8.9","65","true","143","14.2","45","true","143","21.6","25","true","143","41.4","15","true","143","11","0","true"
"144","4.4","105","true","144","8.9","65","true","144","14.2","45","true","144","21.6","25","true","144","41.4","15","true","144","11","0","true"
"145","4.4","105","true","145","8.9","65","true","145","14.2","45","true","145","21.6","25","true","145","41.4","15","true","145","11","0","true"
"146","4.4","105","true","146","8.9","65","true","146","14.2","45","true","146","21.6","25","true","146","41.4","15","true","146","11","0","true"
"147","4.4","105","true","147","8.9","65","true","147","14.2","45","true","147","21.6","25","true","147","41.4","15","true","147","11","0","true"
"148","4.4","105","true","148","8.9","65","true","148","14.2","45","true","148","21.6","25","true","148","41.4","15","true","148","11","0","true"
"149","4.4","105","true","149","8.9","65","true","149","14.2","45","true","149","21.6","25","true","149","41.4","15","true","149","11","0","true"
"150","4.4","105","true","150","8.9","65","true","150","14.2","45","true","150","21.6","25","true","150","41.4","15","true","150","11","0","true"
"151","4.4","105","true","151","8.9","65","true","151","14.2","45","true","151","21.6","25","true","151","41.4","15","true","151","11","0","true"
"152","4.4","105","true","152","8.9","65","true","152","14.2","45","true","152","21.6","25","true","152","41.4","15","true","152","11","0","true"
"153","4.4","105","true","153","8.9","65","true","153","14.2","45","true","153","21.6","25","true","153","41.4","15","true","153","11","0","true"
"154","4.4","105","true","154","8.9","65","true","154","14.2","45","true","154","21.6","25","true","154","41.4","15","true","154","11","0","true"
"155","4.4","105","true","155","8.9","65","true","155","14.2","45","true","155","21.6","25","true","155","41.4","15","true","155","11","0","true"
"156","4.4","105","true","156","8.9","65","true","156","14.2","45","true","156","21.6","25","true","156","41.4","15","true","156","11","0","true"
"157","4.4","105","true","157","8.9","65","true","157","14.2","45","true","157","21.6","25","true","157","41.4","15","true","157","11","0","true"
"158","4.4","105","true","158","8.9","65","true","158","14.2","45","true","158","21.6","25","true","158","41.4","15","true","158","11","0","true"
"159","4.4","105","true","159","8.9","65","true","159","14.2","45","true","159","21.6","25","true","159","41.4","15","true","159","11","0","true"
"160","4.4","105","true","160","8.9","65","true","160","14.2","45","true","160","21.6","25","true","160","41.4","15","true","160","11","0","true"
"161","4.4","105","true","161","8.9","65","true","161","14.2","45","true","161","21.6","25","true","161","41.4","15","true","161","7","0","true"
"162","4.4","105","true","162","8.9","65","true","162","14.2","45","true","162","21.6","25","true","162","41.4","15","true","162","7","0","true"
"163","4.4","105","true","163","8.9","65","true","163","14.2","45","true","163","21.6","25","true","163","41.4","15","true","163","7","0","true"
"164","4.4","105","true","164","8.9","65","true","164","14.2","45","true","164","21.6","25","true","164","41.4","15","true","164","7","0","true"
"165","4.4","105","true","165","8.9","65","true","165","14.2","45","true","165","21.6","25","true","165","41.4","15","true","165","7","0","true"
"166","4.4","105","true","166","8.9","65","true","166","14.2","45","true","166","21.6","25","true","166","41.4","15","true","166","7","0","true"
"167","4.4","105","true","167","8.9","65","true","167","14.2","45","true","167","21.6","25","true","167","41.4","15","true","167","7","0","true"
"168","4.4","105","true","168","8.9","65","true","168","14.2","45","true","168","21.6","25","true","168","41.4","15","true","168","7","0","true"
"169","4.4","105","true","169","8.9","65","true","169","14.2","45","true","169","21.6","25","true","169","41.4","15","true","169","7","0","true"
"170","4.4","105","true","170","8.9","65","true","170","14.2","45","true","170","21.6","25","true","170","41.4","15","true","170","7","0","true"
"171","4.4","105","true","171","8.9","65","true","171","14.2","45","true","171","21.6","25","true","171","41.4","15","true","171","7","0","true"
"172","4.4","105","true","172","8.9","65","true","172","14.2","45","true","172","21.6","25","true","172","41.4","15","true","172","7","0","true"
"173","4.4","105","true","173","8.9","65","true","173","14.2","45","true","173","21.6","25","true","173","41.4","15","true","173","7","0","true"
"174","4.4","105","true","174","8.9","65","true","174","14.2","45","true","174","21.6","25","true","174","41.4","15","true","174","7","0","true"
"175","4.4","105","true","175","8.9","65","true","175","14.2","45","true","175","21.6","25","true","175","41.4","15","true","175","7","0","true"
"176","4.4","105","true","176","8.9","65","true","176","14.2","45","true","176","21.6","25","true","176","41.4","15","true","176","7","0","true"
"177","4.4","105","true","177","8.9","65","true","177","14.2","45","true","177","21.6","25","true","177","41.4","15","true","177","7","0","true"
"178","4.4","105","true","178","8.9","65","true","178","14.2","45","true","178","21.6","25","true","178","41.4","15","true","178","7","0","true"
"179","4.4","105","true","179","8.9","65","true","179","14.2","45","true","179","21.6","25","true","179","41.4","15","true","179","7","0","true"
"180","4.4","105","true","180","8.9","65","true","180","14.2","45","true","180","21.6","25","true","180","41.4","15","true","180","7","0","true"
"181","4.4","105","true","181","8.9","65","true","181","14.2","45","true","181","21.6","25","true","181","41.4","15","true","181","7","0","true"
"182","4.4","105","true","182","8.9","65","true","182","14.2","45","true","182","21.6","25","true","182","41.4","15","true","182","7","0","true"
"183","4.4","105","true","183","8.9","65","true","183","14.2","45","true","183","21.6","25","true","183","41.4","15","true","183","7","0","true"
"184","4.4","105","true","184","8.9","65","true","184","14.2","45","true","184","21.6","25","true","184","41.4","15","true","184","7","0","true"
"185","4.4","105","true","185","8.9","65","true","185","14.2","45","true","185","21.6","25","true","185","41.4","15","true","185","7","0","true"
"186","4.4","105","true","186","8.9","65","true","186","14.2","45","true","186","21.6","25","true","186","41.4","15","true","186","7","0","true"
"187","4.4","105","true","187","8.9","65","true","187","14.2","45","true","187","21.6","25","true","187","41.4","15","true","187","7","0","true"
"188","4.4","105","true","188","8.9","65","true","188","14.2","45","true","188","21.6","25","true","188","41.4","15","true","188","7","0","true"
"189","4.4","105","true","189","8.9","65","true","189","14.2","45","true","189","21.6","25","true","189","41.4","15","true","189","7","0","true"
"190","4.4","105","true","190","8.9","65","true","190","14.2","45","true","190","21.6","25","true","190","41.4","15","true","190","7","0","true"
"191","4.4","105","true","191","8.9","65","true","191","14.2","45","true","191","21.6","25","true","191","41.4","15","true","191","7","0","true"
"192","4.4","105","true","192","8.9","65","true","192","14.2","45","true","192","21.6","25","true","192","41.4","15","true","192","7","0","true"
"193","4.4","105","true","193","8.9","65","true","193","14.2","45","true","193","21.6","25","true","193","41.4","15","true","193","7","0","true"
"194","4.4","105","true","194","8.9","65","true","194","14.2","45","true","194","21.6","25","true","194","41.4","15","true","194","7","0","true"
"195","4.4","105","true","195","8.9","65","true","195","14.2","45","true","195","21.6","25","true","195","41.4","15","true","195","7","0","true"
"196","4.4","105","true","196","8.9","65","true","196","14.2","45","true","196","21.6","25","true","196","41.4","15","true","196","7","0","true"
"197","4.4","105","true","197","8.9","65","true","197","14.2","45","true","197","21.6","25","true","197","41.4","15","true","197","7","0","true"
"198","4.4","105","true","198","8.9","65","true","198","14.2","45","true","198","21.6","25","true","198","41.4","15","true","198","7","0","true"
"199","4.4","105","true","199","8.9","65","true","199","14.2","45","true","199","21.6","25","true","199","41.4","15","true","199","7","0","true"
"200","4.4","105","true","200","8.9","65","true","200","14.2","45","true","200","21.6","25","true","200","41.4","15","true","200","7","0","true"
"201","4.4","105","true","201","8.9","65","true","201","14.2","45","true","201","21.6","25","true","201","41.4","15","true","201","7","0","true"
"202","4.4","105","true","202","8.9","65","true","202","14.2","45","true","202","21.6","25","true","202","41.4","15","true","202","7","0","true"
"203","4.4","105","true","203","8.9","65","true","203","14.2","45","true","203","21.6","25","true","203","41.4","15","true","203","7","0","true"
"204","4.4","105","true","204","8.9","65","true","204","14.2","45","true","204","21.6","25","true","204","41.4","15","true","204","7","0","true"
"205","4.4","105","true","205","8.9","65","true","205","14.2","45","true","205","21.6","25","true","205","41.4","15","true","205","7","0","true"
"206","4.4","105","true","206","8.9","65","true","206","14.2","45","true","206","21.6","25","true","206","41.4","15","true","206","7","0","true"
"207","4.4","105","true","207","8.9","65","true","207","14.2","45","true","207","21.6","25","true","207","41.4","15","true","207","15","0","true"
"208","4.4","105","true","208","8.9","65","true","208","14.2","45","true","208","21.6","25","true","208","41.4","15","true","208","18","0","true"
"209","4.4","105","true","209","8.9","65","true","209","14.2","45","true","209","21.6","25","true","209","41.4","15","true","209","20","0","true"
"210","4.4","105","true","210","8.9","65","true","210","14.2","45","true","210","21.6","25","true","210","41.4","15","true","210","22","0","true"
